Keyword,Page type,Location,Tag,content_block,Avg. monthly searches,Three month change,YoY change,Competition,Searches: Apr 2025,Searches: May 2025,Searches: Jun 2025,Searches: Jul 2025,Searches: Aug 2025,Searches: Sep 2025,Searches: Oct 2025,Searches: Nov 2025,Searches: Dec 2025,Searches: Jan 2026,Searches: Feb 2026,Searches: Mar 2026
famous paella barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,100%,100%,Low,10,10,10,10,10,10,10,10,0,10,10,20
famous sculptures in barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,-50%,Low,20,10,10,20,10,10,20,10,10,10,10,10
famous street art in barcelona,City PDP,Barcelona,Art & culture,Things to do block,10,0%,-50%,Low,10,10,10,10,10,10,10,10,10,10,10,10
fancy tapas barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,50%,0%,Low,10,20,20,10,10,10,10,10,10,20,20,30
fashion boutique barcelona,City PDP,Barcelona,Shopping,Unclassified,10,0%,0%,Medium,20,10,10,10,20,20,10,10,10,10,10,10
ferran adria tapas bar barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,-50%,Low,10,20,10,10,10,10,10,10,10,10,10,10
filipinas beach barcelona,City PDP,Barcelona,Beaches & water,Things to do block,10,0%,0%,Low,10,20,20,30,30,10,10,10,0,10,10,10
first trip to barcelona,City PDP,Barcelona,Misc & branded queries,H1,10,0%,0%,High,10,10,10,10,10,10,0,10,10,10,10,10
fish and chips balmes barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Low,10,10,10,10,10,10,20,10,10,10,10,10
fish and chips restaurant barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,Low,10,10,10,10,10,10,0,0,10,10,10,10
fish chips barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,-75%,Low,20,20,10,10,20,10,10,10,10,10,10,10
fish n chips barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,-50%,Low,10,10,10,20,30,10,10,10,10,10,10,10
five guys burger barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,-67%,Low,10,10,20,20,10,10,10,10,20,10,20,10
flamenco dress barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,-50%,High,20,20,20,10,20,10,10,10,10,10,10,10
fodor's barcelona itinerary,City PDP,Barcelona,Itineraries & trip length,Unclassified,10,-100%,-100%,Unknown,10,10,10,10,10,10,10,10,10,10,10,0
food and drink prices barcelona,City PDP,Barcelona,Food & drink,Unclassified,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,10
food in barcelona cost,City PDP,Barcelona,Budget & value,Things to do block,10,0%,0%,Low,20,20,10,10,10,10,10,10,10,10,10,10
food in barcelona famous,City PDP,Barcelona,Food & drink,Things to do block,10,∞,0%,Low,10,10,10,10,10,10,10,10,10,0,0,10
food lovers barcelona,City PDP,Barcelona,Food & drink,Unclassified,10,0%,0%,Low,20,10,20,20,10,10,10,10,10,10,20,10
food lovers company barcelona,City PDP,Barcelona,Food & drink,Unclassified,10,0%,-33%,Medium,10,10,10,10,20,10,20,10,10,20,20,20
food night barcelona,City PDP,Barcelona,Food & drink,Unclassified,10,-100%,-100%,Unknown,10,10,20,10,10,0,10,10,10,10,10,0
food to buy in barcelona,City PDP,Barcelona,Food & drink,Unclassified,10,0%,0%,Low,10,10,10,10,10,20,10,10,10,10,10,10
food you must try in barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,Medium,10,20,20,10,10,10,10,10,10,10,10,10
foodie restaurant barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,Low,10,10,10,0,10,10,0,10,10,10,10,10
frankie pizza barcelona,City PDP,Barcelona,Misc & branded queries,Things to do block,10,0%,-75%,Low,10,10,10,10,10,10,10,10,10,10,10,10
free beach barcelona,City PDP,Barcelona,Beaches & water,Things to do block,10,0%,0%,Low,10,10,10,20,10,30,10,10,10,10,10,10
free beaches in barcelona,City PDP,Barcelona,Beaches & water,Things to do block,10,0%,0%,Low,10,20,30,20,20,10,10,10,0,10,10,10
free self guided walking tour barcelona,City PDP,Barcelona,Sightseeing & landmarks,City attractions block,10,0%,-50%,Low,20,10,10,10,10,20,20,10,10,10,10,10
free sights in barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Low,10,10,10,20,20,10,10,10,0,10,10,10
free tapas with drinks barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,Low,10,20,10,10,10,10,10,10,10,10,10,10
free walking tour barcelona street art,City PDP,Barcelona,Art & culture,Things to do block,10,0%,0%,High,10,10,10,10,10,10,10,10,10,10,10,10
fresh fish restaurant barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,∞,0%,Low,40,30,10,10,20,10,10,10,10,0,10,10
from barcelona airport to barcelona,City PDP,Barcelona,Getting there & local transport,Unclassified,10,0%,-50%,Medium,10,10,10,10,10,10,20,10,10,10,10,10
from barcelona center to airport,City PDP,Barcelona,Getting there & local transport,Unclassified,10,0%,0%,Medium,10,10,10,10,10,10,10,10,10,10,10,10
from barcelona city centre to airport,City PDP,Barcelona,Getting there & local transport,Unclassified,10,∞,0%,Medium,10,10,10,10,10,10,10,10,0,0,10,10
from barcelona to airport by metro,City PDP,Barcelona,Nearby & day trips,Unclassified,10,0%,0%,Medium,10,10,10,10,10,10,10,10,10,10,10,10
from barcelona to el prat airport,City PDP,Barcelona,Nearby & day trips,Unclassified,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,10
from barcelona to montserrat monastery,City PDP,Barcelona,Nearby & day trips,Nearby block,10,0%,-50%,Medium,20,20,10,10,20,10,20,10,10,10,10,10
frommers barcelona itinerary,City PDP,Barcelona,Itineraries & trip length,Unclassified,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,10
fugu sushi barcelona,City PDP,Barcelona,Misc & branded queries,Things to do block,10,0%,-100%,Unknown,10,10,10,10,10,0,10,10,0,0,0,0
fun date ideas barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,100%,100%,High,10,10,10,10,10,10,10,20,10,10,10,20
fun free things to do in barcelona,City PDP,Barcelona,Budget & value,Things to do block,10,0%,0%,Low,10,10,10,20,10,10,10,10,10,10,10,10
fun things to do at night in barcelona,City PDP,Barcelona,Activities & experiences,Things to do block,10,0%,0%,High,10,10,20,10,10,20,10,10,10,10,10,10
fun things to do in barcelona teenager,City PDP,Barcelona,Activities & experiences,Things to do block,10,0%,0%,Unknown,0,10,0,10,10,0,0,0,10,0,0,0
funky cycle barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Low,10,10,10,20,10,10,10,10,10,10,10,10
fusion tapas barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,Low,20,10,10,20,10,20,20,10,10,10,10,10
gastronomy in barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,10
geek shop barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,-50%,-50%,Low,10,10,10,20,10,10,10,10,10,20,10,10
geek store barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,100%,100%,Low,30,10,10,20,20,10,10,10,10,10,10,20
getting from barcelona airport to barcelona,City PDP,Barcelona,Getting there & local transport,Unclassified,10,0%,0%,Medium,10,10,10,10,10,10,10,10,10,10,10,10
getting from reus airport to barcelona,City PDP,Barcelona,Getting there & local transport,Unclassified,10,100%,0%,Medium,30,30,20,20,10,10,10,10,10,10,10,20
getting from reus to barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Medium,10,10,10,10,10,10,10,10,10,10,10,10
getting to montserrat from barcelona by train,City PDP,Barcelona,Nature & outdoors,Nearby block,10,0%,0%,Medium,10,10,10,10,10,10,10,10,10,10,10,10
gift card store in barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Low,10,20,10,10,10,10,10,20,10,10,10,10
glamping barcelona beach,City PDP,Barcelona,Beaches & water,Things to do block,10,0%,-50%,Medium,10,20,10,10,10,10,10,10,10,10,10,10
glasgow to barcelona bus,City PDP,Barcelona,Misc & branded queries,Nearby block,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,10
good and cheap paella in barcelona,City PDP,Barcelona,Budget & value,Things to do block,10,0%,0%,Low,10,10,10,20,10,10,10,10,10,10,10,10
good eats in barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Medium,10,10,10,10,10,10,10,10,10,10,10,10
good pizza barcelona,City PDP,Barcelona,Misc & branded queries,Things to do block,10,0%,0%,Low,20,10,20,20,10,20,10,10,10,10,10,10
good restaurants near la rambla barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,High,10,10,10,20,10,20,10,10,10,10,10,10
good restaurants near la sagrada familia,City PDP,Barcelona,Food & drink,Unclassified,10,0%,0%,Medium,10,10,10,10,10,10,10,10,10,10,10,10
good seafood barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,100%,100%,Low,10,10,30,10,10,10,10,10,10,10,10,20
good seafood in barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,High,10,10,10,30,10,10,10,10,10,10,10,10
gothic quarter barcelona restaurants tapas,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,Low,10,30,10,10,10,20,10,10,10,10,10,10
gracia barcelona shops,City PDP,Barcelona,Neighbourhoods & areas,Neighbourhoods block,10,0%,-50%,Low,20,10,20,10,10,10,10,20,10,10,10,10
gràcia barcelona shops,City PDP,Barcelona,Neighbourhoods & areas,Neighbourhoods block,10,∞,∞,Low,0,0,10,0,10,10,0,0,10,0,10,10
graffiti art barcelona,City PDP,Barcelona,Art & culture,Unclassified,10,0%,-50%,Low,10,10,20,10,10,10,10,10,10,10,10,10
graffiti in barcelona spain,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Low,10,10,10,10,10,10,10,20,10,10,10,10
great day trips from barcelona,City PDP,Barcelona,Nearby & day trips,Nearby block,10,-50%,-67%,High,10,20,20,10,20,10,10,10,10,20,10,10
great food barcelona,City PDP,Barcelona,Food & drink,Unclassified,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,10
great food in barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,-50%,Low,10,20,20,20,10,10,10,10,10,10,10,10
great places to eat barcelona,City PDP,Barcelona,Food & drink,Unclassified,10,0%,-50%,Medium,10,10,10,10,10,10,20,10,10,10,10,10
green spot barcelona restaurant,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,10
ground transportation barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Medium,30,10,10,10,10,20,20,10,10,10,10,10
guess shop barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Medium,10,10,10,10,10,20,10,10,10,10,10,10
guide to barcelona beaches,City PDP,Barcelona,Beaches & water,Things to do block,10,0%,0%,High,10,10,10,10,10,10,10,10,0,10,10,10
gyoza bar barcelona,City PDP,Barcelona,Nightlife,Unclassified,10,0%,-67%,Low,20,20,10,10,20,10,10,10,10,10,20,10
gyoza restaurant barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,Low,20,10,20,10,20,10,10,10,10,10,10,10
h&m near barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Low,10,10,10,10,10,10,10,10,0,10,0,10
hackett barcelona store,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,10
halal restaurants in barcelona city centre,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,Medium,20,10,10,10,10,10,10,20,10,10,0,10
half day barcelona tour,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,High,20,10,10,10,10,10,10,10,10,10,10,10
halloween costume shop barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,-100%,Unknown,10,0,10,0,0,10,140,10,0,0,10,0
hawaiian food barcelona,City PDP,Barcelona,Food & drink,Unclassified,10,-100%,-100%,Unknown,0,10,10,10,10,10,10,10,10,10,10,0
health store barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,-50%,0%,Low,10,10,10,20,10,10,10,10,10,20,10,10
healthy bowls barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,100%,0%,Low,20,10,10,10,20,20,10,10,10,10,10,20
healthy food gracia barcelona,City PDP,Barcelona,Food & drink,Unclassified,10,0%,-100%,Unknown,0,10,10,10,10,10,10,10,0,0,10,0
healthy food restaurant barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,-50%,Medium,20,20,10,10,20,20,10,10,10,10,10,10
healthy food restaurants barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,10
healthy places to eat barcelona,City PDP,Barcelona,Food & drink,Unclassified,10,0%,-50%,Low,10,10,20,10,10,10,10,10,10,10,10,10
healthy places to eat in barcelona,City PDP,Barcelona,Food & drink,Unclassified,10,0%,0%,Low,10,10,10,10,20,10,0,0,10,10,10,10
healthy tapas barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,-100%,Unknown,10,10,10,10,10,10,10,10,0,0,10,0
hidden beaches in barcelona,City PDP,Barcelona,Beaches & water,Things to do block,10,0%,0%,Low,10,10,30,20,20,10,10,10,10,10,10,10
hidden beaches near barcelona,City PDP,Barcelona,Beaches & water,Nearby block,10,0%,-50%,Low,20,20,30,30,10,10,10,10,10,10,10,10
high end shops barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Low,20,10,10,10,10,10,10,10,10,10,10,10
high fashion barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Medium,10,10,10,10,10,10,10,10,10,10,10,10
highlights of barcelona tour,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,-50%,High,20,10,10,10,10,10,10,10,10,10,10,10
hiking day trips from barcelona,City PDP,Barcelona,Nearby & day trips,Nearby block,10,0%,-50%,Medium,10,10,10,20,10,10,20,10,10,10,10,10
hip hop shop barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,100%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,20
hipster shopping barcelona,City PDP,Barcelona,Shopping,Unclassified,10,0%,0%,Low,10,10,10,10,10,10,10,0,10,10,10,10
hipster shops barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Low,0,10,10,10,10,10,10,0,0,10,0,10
hipster things to do in barcelona,City PDP,Barcelona,Activities & experiences,Things to do block,10,∞,0%,Medium,10,10,10,10,10,10,10,10,10,0,0,10
hola barcelona a1 bus,City PDP,Barcelona,Misc & branded queries,Nearby block,10,0%,-50%,Low,20,30,20,10,10,20,10,10,10,10,10,10
hola barcelona metro ticket,City PDP,Barcelona,Getting there & local transport,Transport block,10,0%,0%,Medium,10,10,10,10,70,10,10,10,10,10,10,10
hola barcelona ticket airport,City PDP,Barcelona,Getting there & local transport,Transport block,10,0%,0%,Low,10,20,10,10,10,10,10,10,10,10,10,10
hola barcelona transport pass,City PDP,Barcelona,Getting there & local transport,How to get block,10,0%,0%,Medium,10,10,20,10,10,10,10,10,10,10,10,10
hola bcn aerobus,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,-50%,High,20,10,10,10,10,10,10,10,10,10,10,10
hola bcn airport,City PDP,Barcelona,Getting there & local transport,Unclassified,10,0%,0%,Medium,10,10,20,10,10,10,10,10,10,10,10,10
hola bcn bus,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,10
hollywood restaurant barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,-50%,Low,10,30,10,10,10,10,10,20,10,10,10,10
hot cheetos barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,0%,0%,Medium,10,10,10,10,10,10,10,0,10,10,10,10
hot pot spicy barcelona,City PDP,Barcelona,Misc & branded queries,Unclassified,10,-100%,-100%,Unknown,20,10,10,10,10,10,10,10,10,10,10,0
hottest restaurants barcelona,City PDP,Barcelona,Food & drink,Things to do block,10,0%,0%,Low,10,10,20,20,10,10,10,10,10,10,10,10
how do i get from barcelona to montserrat,City PDP,Barcelona,Nearby & day trips,Nearby block,10,0%,0%,High,10,10,10,10,10,10,10,10,10,10,10,10
how do i get from barcelona to valencia,City PDP,Barcelona,Nearby & day trips,Nearby block,10,0%,0%,Medium,10,10,10,10,10,10,10,10,10,10,10,10
how do i get from girona airport to barcelona,City PDP,Barcelona,Getting there & local transport,Nearby block,10,0%,0%,High,20,10,10,10,10,10,10,10,10,10,10,10
how do i get from reus airport to barcelona,City PDP,Barcelona,Getting there & local transport,Nearby block,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,0,10
how do i get from salou to barcelona,City PDP,Barcelona,Misc & branded queries,Nearby block,10,0%,0%,Medium,10,10,10,10,10,20,10,10,10,10,10,10
how to get around barcelona from airport,City PDP,Barcelona,Getting there & local transport,How to get block,10,0%,-67%,Low,20,30,20,30,10,10,10,10,10,10,10,10
how to get from barcelona airport to barcelona city centre,City PDP,Barcelona,Getting there & local transport,Nearby block,10,0%,0%,Low,10,10,10,10,10,20,10,10,10,10,10,10
how to get from barcelona airport to central barcelona,City PDP,Barcelona,Getting there & local transport,FAQ block,10,0%,0%,Medium,10,10,10,20,10,10,10,10,10,10,10,10
how to get from barcelona airport to train station sants,City PDP,Barcelona,Getting there & local transport,FAQ block,10,0%,0%,Medium,10,10,10,10,10,10,10,10,10,10,10,10
how to get from barcelona girona to barcelona,City PDP,Barcelona,Misc & branded queries,Nearby block,10,200%,0%,Medium,20,20,10,10,10,10,10,10,10,10,10,30
how to get from barcelona to athens,City PDP,Barcelona,Nearby & day trips,Nearby block,10,0%,0%,Medium,30,10,20,10,10,10,10,10,10,10,10,10
how to get from barcelona to avignon,City PDP,Barcelona,Nearby & day trips,Nearby block,10,0%,0%,Medium,10,10,10,10,10,10,10,10,10,10,10,10
how to get from barcelona to dali museum,City PDP,Barcelona,Nearby & day trips,Nearby block,10,-50%,0%,High,20,20,10,10,10,10,20,10,10,20,10,10
how to get from barcelona to reus,City PDP,Barcelona,Nearby & day trips,Nearby block,10,0%,0%,Medium,20,10,20,10,10,10,10,10,10,10,10,10
how to get from barcelona to roses,City PDP,Barcelona,Nearby & day trips,Nearby block,10,0%,0%,Low,10,20,10,10,10,10,10,10,10,10,10,10
how to get from barcelona to valencia by train,City PDP,Barcelona,Nearby & day trips,Nearby block,10,0%,0%,Medium,10,10,20,10,10,10,10,10,10,10,10,10
how to get from barcelona train station to airport,City PDP,Barcelona,Getting there & local transport,FAQ block,10,0%,-50%,Low,10,10,10,10,10,10,10,10,10,10,10,10
how to get from blanes to barcelona,City PDP,Barcelona,Misc & branded queries,Nearby block,10,0%,0%,Medium,20,20,10,20,20,10,10,10,10,10,10,10
how to get from the airport to barcelona,City PDP,Barcelona,Getting there & local transport,Nearby block,10,0%,0%,Low,10,20,10,10,10,10,10,10,10,10,10,10
how to get into barcelona from the airport,City PDP,Barcelona,Getting there & local transport,FAQ block,10,100%,100%,Low,10,10,20,10,10,10,10,10,10,10,10,20
how to get to alhambra from barcelona,City PDP,Barcelona,Misc & branded queries,Nearby block,10,0%,-50%,Medium,20,10,10,20,10,10,10,10,10,10,10,10
how to get to balearic islands from barcelona,City PDP,Barcelona,Misc & branded queries,Nearby block,10,-50%,0%,Low,10,20,10,20,10,10,10,10,10,20,10,10
how to get to barcelona aquarium,City PDP,Barcelona,Misc & branded queries,How to get block,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,10
how to get to barcelona cheap,City PDP,Barcelona,Budget & value,How to get block,10,0%,-50%,High,20,10,10,10,10,10,10,10,10,10,10,10
how to get to barcelona girona airport,City PDP,Barcelona,Getting there & local transport,How to get block,10,0%,-50%,Medium,20,20,20,10,10,10,10,10,10,10,10,10
how to get to barcelona stadium,City PDP,Barcelona,Sports & events,How to get block,10,0%,-50%,Low,30,20,10,20,10,10,20,10,10,10,10,10
how to get to barcelona zoo,City PDP,Barcelona,Misc & branded queries,How to get block,10,0%,0%,Low,10,10,10,10,20,10,10,10,10,10,10,10
how to get to beach in barcelona,City PDP,Barcelona,Beaches & water,How to get block,10,0%,0%,Low,10,10,10,10,10,10,10,10,10,10,10,10
how to get to bunkers barcelona,City PDP,Barcelona,Misc & branded queries,How to get block,10,0%,0%,Low,10,20,10,10,20,10,10,10,10,10,10,10
how to get to cable car montjuic,City PDP,Barcelona,Misc & branded queries,FAQ block,10,0%,0%,Medium,10,10,20,10,10,10,10,10,10,10,0,10
